gen,avg,max
0,0.43200000000000005,0.7
1,0.44566666666666666,0.6333333333333333
2,0.45666666666666667,0.7833333333333333
3,0.4343333333333333,0.6833333333333333
4,0.4633333333333334,0.7333333333333333
5,0.45683333333333337,0.75
6,0.47350000000000003,0.7166666666666667
7,0.4466666666666667,0.6666666666666666
8,0.43166666666666664,0.6
9,0.43366666666666664,0.7333333333333333
10,0.47416666666666657,0.6833333333333333
11,0.431,0.65
12,0.46233333333333326,0.7166666666666667
13,0.43766666666666665,0.65
14,0.4355,0.6666666666666666
15,0.43466666666666653,0.65
16,0.45266666666666666,0.6666666666666666
17,0.49650000000000005,0.7666666666666667
18,0.4485,0.6833333333333333
19,0.455,0.7166666666666667
20,0.49700000000000005,0.75
21,0.43750000000000006,0.7666666666666667
22,0.44150000000000006,0.6666666666666666
23,0.44883333333333325,0.6833333333333333
24,0.44400000000000006,0.65
25,0.4731666666666666,0.7166666666666667
26,0.4495,0.6333333333333333
27,0.45299999999999996,0.7
28,0.4395,0.6833333333333333
29,0.4643333333333334,0.6666666666666666
30,0.45466666666666666,0.7666666666666667
31,0.4533333333333333,0.7166666666666667
32,0.4610000000000001,0.7333333333333333
33,0.4588333333333333,0.7166666666666667
34,0.46733333333333327,0.6333333333333333
35,0.4408333333333334,0.6833333333333333
36,0.4383333333333333,0.75
37,0.44699999999999995,0.7666666666666667
38,0.4618333333333334,0.8
39,0.44233333333333325,0.75
40,0.4563333333333333,0.6833333333333333
41,0.46583333333333343,0.7166666666666667
42,0.44900000000000007,0.7
43,0.45899999999999996,0.6666666666666666
44,0.45400000000000007,0.7
45,0.4658333333333334,0.65
46,0.4635000000000001,0.7833333333333333
47,0.44233333333333336,0.7166666666666667
48,0.44150000000000006,0.6666666666666666
49,0.4458333333333333,0.7666666666666667
