gen,avg,max
0,0.4353333333333334,0.64
1,0.45165,0.6625
2,0.5106499999999999,0.6825
3,0.5086833333333333,0.745
4,0.5048666666666666,0.68
5,0.5191,0.655
6,0.5085666666666666,0.68
7,0.5371,0.68
8,0.5406166666666666,0.68
9,0.5582833333333334,0.65
10,0.5606,0.665
11,0.5616333333333333,0.68
12,0.5668833333333333,0.68
13,0.5452,0.65
14,0.5540166666666667,0.7
15,0.5609666666666667,0.665
16,0.5572166666666667,0.7
17,0.57565,0.7
18,0.5418833333333333,0.7
19,0.5613833333333333,0.6625
20,0.54135,0.7
21,0.5615333333333333,0.6825
22,0.5713,0.665
23,0.5706499999999999,0.665
24,0.5728833333333333,0.6625
25,0.57355,0.6725
26,0.5750166666666666,0.695
27,0.5722166666666667,0.695
28,0.5825500000000001,0.6625
29,0.5839166666666668,0.685
30,0.5685,0.695
31,0.5639666666666666,0.685
32,0.5806833333333333,0.695
33,0.5871999999999999,0.6875
34,0.5833666666666666,0.6625
35,0.5859000000000001,0.725
36,0.5821333333333334,0.6825
37,0.5847000000000001,0.695
38,0.5757333333333333,0.6825
39,0.5887,0.6825
40,0.5775833333333334,0.725
41,0.5829666666666667,0.695
42,0.5742999999999999,0.695
43,0.5882166666666667,0.695
44,0.5999499999999999,0.695
45,0.6023833333333335,0.695
46,0.5885666666666667,0.695
47,0.5840833333333334,0.695
48,0.6127,0.695
49,0.5971166666666667,0.695
