gen,avg,max
0,0.42099999999999993,0.6333333333333333
1,0.4366666666666667,0.7
2,0.4398333333333333,0.7166666666666667
3,0.43799999999999994,0.7666666666666667
4,0.44299999999999995,0.7
5,0.45866666666666667,0.75
6,0.44533333333333336,0.65
7,0.4471666666666667,0.7333333333333333
8,0.43050000000000005,0.7166666666666667
9,0.4490000000000001,0.6666666666666666
10,0.45449999999999996,0.7166666666666667
11,0.44550000000000006,0.6666666666666666
12,0.42149999999999993,0.6333333333333333
13,0.44549999999999995,0.6833333333333333
14,0.44583333333333336,0.6666666666666666
15,0.41850000000000004,0.6833333333333333
16,0.4758333333333333,0.7166666666666667
17,0.449,0.6333333333333333
18,0.44999999999999996,0.7333333333333333
19,0.41650000000000004,0.6833333333333333
20,0.4501666666666666,0.7166666666666667
21,0.45699999999999996,0.7
22,0.46083333333333343,0.7
23,0.47016666666666657,0.6166666666666667
24,0.4056666666666667,0.65
25,0.4483333333333334,0.8166666666666667
26,0.42550000000000004,0.7
27,0.4553333333333333,0.7333333333333333
28,0.4661666666666667,0.7166666666666667
29,0.44666666666666677,0.7333333333333333
30,0.4291666666666667,0.65
31,0.41950000000000015,0.7166666666666667
32,0.44133333333333336,0.6833333333333333
33,0.44866666666666677,0.7333333333333333
34,0.47400000000000003,0.65
35,0.449,0.65
36,0.43599999999999994,0.65
37,0.44616666666666666,0.7166666666666667
38,0.4438333333333334,0.6833333333333333
39,0.43133333333333335,0.7333333333333333
40,0.47483333333333333,0.75
41,0.4388333333333334,0.7333333333333333
42,0.4553333333333333,0.65
43,0.44916666666666666,0.6833333333333333
44,0.4415,0.7
45,0.4485,0.7166666666666667
46,0.45016666666666666,0.7166666666666667
47,0.45299999999999996,0.6833333333333333
48,0.4151666666666667,0.65
49,0.44083333333333335,0.7166666666666667
