gen,avg,max
0,0.44109999999999994,0.5475
1,0.45035000000000003,0.5825
2,0.45704999999999996,0.5325
3,0.45235,0.5225
4,0.44800000000000006,0.5675
5,0.44734999999999997,0.53
6,0.4702499999999999,0.5925
7,0.47505000000000003,0.565
8,0.4555499999999999,0.53
9,0.4625999999999999,0.575
10,0.45930000000000004,0.5525
11,0.47145,0.5575
12,0.48379999999999995,0.575
13,0.47155,0.5575
14,0.47824999999999995,0.58
15,0.4816500000000001,0.555
16,0.48465,0.5725
17,0.4843,0.595
18,0.4721,0.56
19,0.4864,0.585
