gen,avg,max
0,0.4343333333333333,0.7666666666666667
1,0.42700000000000005,0.7333333333333333
2,0.43683333333333335,0.65
3,0.4505000000000001,0.7166666666666667
4,0.4576666666666667,0.7
5,0.43366666666666664,0.7333333333333333
6,0.4431666666666667,0.6333333333333333
7,0.4256666666666667,0.7833333333333333
8,0.45316666666666655,0.7
9,0.4471666666666667,0.65
10,0.43566666666666665,0.65
11,0.45049999999999996,0.6666666666666666
12,0.44583333333333336,0.6666666666666666
13,0.44766666666666666,0.6833333333333333
14,0.43666666666666665,0.6833333333333333
15,0.4303333333333334,0.6666666666666666
16,0.451,0.6666666666666666
17,0.4383333333333333,0.65
18,0.4145000000000001,0.7
19,0.4385000000000001,0.6
20,0.45299999999999996,0.6666666666666666
21,0.4475,0.6833333333333333
22,0.47233333333333344,0.7166666666666667
23,0.4571666666666668,0.6666666666666666
24,0.4563333333333333,0.6666666666666666
25,0.45,0.6333333333333333
26,0.4258333333333333,0.7
27,0.43199999999999994,0.7333333333333333
28,0.4428333333333333,0.7666666666666667
29,0.44583333333333336,0.65
30,0.4451666666666666,0.65
31,0.4468333333333333,0.7666666666666667
32,0.4441666666666667,0.65
33,0.44133333333333336,0.7166666666666667
34,0.4428333333333333,0.7166666666666667
35,0.4585,0.7333333333333333
36,0.4306666666666667,0.7166666666666667
37,0.4426666666666666,0.6833333333333333
38,0.46833333333333343,0.6333333333333333
39,0.45616666666666666,0.65
40,0.46599999999999997,0.6666666666666666
41,0.4356666666666667,0.6833333333333333
42,0.449,0.65
43,0.44250000000000006,0.7166666666666667
44,0.4135000000000001,0.7333333333333333
45,0.4595,0.6833333333333333
46,0.4378333333333333,0.75
47,0.4205,0.6833333333333333
48,0.4238333333333334,0.7
49,0.42566666666666664,0.7
50,0.44583333333333336,0.6833333333333333
51,0.4738333333333335,0.7
52,0.44133333333333347,0.7833333333333333
53,0.46433333333333343,0.7666666666666667
54,0.4529999999999999,0.7833333333333333
55,0.42716666666666664,0.7
56,0.44516666666666665,0.6833333333333333
57,0.47050000000000003,0.6333333333333333
58,0.4184999999999999,0.6833333333333333
59,0.4160000000000001,0.7
60,0.4481666666666667,0.7666666666666667
61,0.43400000000000005,0.6833333333333333
62,0.44,0.6666666666666666
63,0.4635,0.7333333333333333
64,0.42916666666666664,0.6333333333333333
65,0.434,0.7666666666666667
66,0.45466666666666666,0.8333333333333334
67,0.42700000000000005,0.7333333333333333
68,0.44300000000000006,0.6
69,0.4456666666666667,0.7333333333333333
70,0.46599999999999997,0.6833333333333333
71,0.4390000000000001,0.6666666666666666
72,0.45833333333333337,0.6666666666666666
73,0.45099999999999996,0.6833333333333333
74,0.4431666666666667,0.7166666666666667
75,0.449,0.7166666666666667
76,0.4573333333333332,0.6833333333333333
77,0.45699999999999996,0.6333333333333333
78,0.44499999999999995,0.6833333333333333
79,0.42766666666666664,0.7333333333333333
80,0.46166666666666667,0.75
81,0.446,0.75
82,0.4243333333333333,0.8
83,0.4673333333333333,0.7833333333333333
84,0.4683333333333334,0.7166666666666667
85,0.4595,0.7
86,0.4328333333333333,0.6
87,0.46083333333333343,0.6666666666666666
88,0.44166666666666665,0.6666666666666666
89,0.446,0.75
90,0.4218333333333334,0.6666666666666666
91,0.4456666666666667,0.6833333333333333
92,0.4655,0.6666666666666666
93,0.4286666666666667,0.6166666666666667
94,0.43583333333333335,0.6333333333333333
95,0.45366666666666666,0.6666666666666666
96,0.46016666666666667,0.75
97,0.4576666666666667,0.7
98,0.4668333333333333,0.6833333333333333
99,0.4671666666666667,0.7333333333333333
