gen,avg,max
0,0.44799999999999995,0.7666666666666667
1,0.4288333333333334,0.6166666666666667
2,0.4418333333333333,0.7666666666666667
3,0.458,0.6666666666666666
4,0.4298333333333333,0.6833333333333333
5,0.4586666666666667,0.7166666666666667
6,0.4470000000000001,0.6833333333333333
7,0.44133333333333336,0.6666666666666666
8,0.449,0.7
9,0.44933333333333336,0.7333333333333333
10,0.45899999999999996,0.75
11,0.4411666666666666,0.6833333333333333
12,0.4251666666666666,0.7166666666666667
13,0.41050000000000003,0.6333333333333333
14,0.4513333333333334,0.6666666666666666
15,0.44483333333333325,0.6333333333333333
16,0.41900000000000015,0.6833333333333333
17,0.43316666666666664,0.6833333333333333
18,0.4293333333333333,0.65
19,0.42766666666666675,0.7833333333333333
20,0.4325,0.75
21,0.449,0.6666666666666666
22,0.46300000000000013,0.7166666666666667
23,0.4633333333333334,0.7
24,0.4664999999999999,0.8166666666666667
25,0.46,0.6666666666666666
26,0.4406666666666667,0.6833333333333333
27,0.4438333333333334,0.7
28,0.4408333333333333,0.6333333333333333
29,0.4576666666666667,0.7833333333333333
30,0.4283333333333333,0.7166666666666667
31,0.44483333333333336,0.7166666666666667
32,0.4581666666666668,0.75
33,0.426,0.65
34,0.41666666666666663,0.6333333333333333
35,0.42833333333333334,0.6833333333333333
36,0.4331666666666667,0.7
37,0.4133333333333333,0.7
38,0.45216666666666666,0.7333333333333333
39,0.4603333333333333,0.7333333333333333
40,0.4441666666666667,0.7333333333333333
41,0.4398333333333334,0.6
42,0.42249999999999993,0.6333333333333333
43,0.4255,0.6666666666666666
44,0.4205,0.6833333333333333
45,0.4371666666666666,0.6833333333333333
46,0.4095,0.6833333333333333
47,0.44383333333333325,0.6666666666666666
48,0.4438333333333333,0.7
49,0.4061666666666667,0.6
50,0.42450000000000004,0.6666666666666666
51,0.45049999999999996,0.7166666666666667
52,0.428,0.7166666666666667
53,0.44666666666666655,0.7166666666666667
54,0.4168333333333333,0.7166666666666667
55,0.4161666666666667,0.6666666666666666
56,0.4385,0.6666666666666666
57,0.42216666666666675,0.6666666666666666
58,0.4298333333333334,0.65
59,0.4483333333333333,0.75
60,0.4355000000000001,0.8666666666666667
61,0.43683333333333335,0.65
62,0.458,0.6666666666666666
63,0.446,0.7166666666666667
64,0.4585,0.7
65,0.43016666666666675,0.6666666666666666
66,0.4376666666666666,0.7
67,0.4175,0.75
68,0.4483333333333333,0.75
69,0.4435,0.7333333333333333
70,0.4098333333333333,0.6333333333333333
71,0.45600000000000007,0.7333333333333333
72,0.42416666666666664,0.6
73,0.45866666666666667,0.7333333333333333
74,0.43333333333333324,0.6666666666666666
75,0.4581666666666667,0.7166666666666667
76,0.42133333333333334,0.65
77,0.4693333333333334,0.7166666666666667
78,0.4076666666666667,0.7
79,0.44066666666666665,0.7166666666666667
80,0.44616666666666677,0.6833333333333333
81,0.4423333333333334,0.65
82,0.42400000000000004,0.6
83,0.44366666666666665,0.7
84,0.45116666666666666,0.7166666666666667
85,0.42750000000000005,0.6666666666666666
86,0.44500000000000006,0.7
87,0.44966666666666666,0.7
88,0.4506666666666667,0.6666666666666666
89,0.4506666666666667,0.6333333333333333
90,0.4095,0.6166666666666667
91,0.42650000000000005,0.6833333333333333
92,0.435,0.7
93,0.44433333333333336,0.6833333333333333
94,0.44166666666666665,0.6666666666666666
95,0.42816666666666664,0.6333333333333333
96,0.44733333333333336,0.6333333333333333
97,0.42666666666666664,0.7166666666666667
98,0.42383333333333334,0.6333333333333333
99,0.45866666666666683,0.75
100,0.42449999999999993,0.6666666666666666
101,0.4488333333333333,0.7
102,0.4353333333333333,0.65
103,0.45833333333333326,0.7
104,0.44016666666666665,0.7166666666666667
105,0.4403333333333333,0.6333333333333333
106,0.4456666666666667,0.8
107,0.45599999999999996,0.65
108,0.42616666666666675,0.65
109,0.4275,0.6666666666666666
110,0.4175,0.6333333333333333
111,0.42383333333333334,0.85
112,0.44699999999999995,0.7666666666666667
113,0.4321666666666667,0.7
114,0.44983333333333336,0.7
115,0.40983333333333344,0.5833333333333334
116,0.48633333333333334,0.7166666666666667
117,0.41166666666666674,0.5833333333333334
118,0.4513333333333333,0.65
119,0.4378333333333334,0.7166666666666667
120,0.4495,0.6833333333333333
121,0.42733333333333334,0.6833333333333333
122,0.408,0.75
123,0.452,0.7166666666666667
124,0.4590000000000001,0.7
125,0.44683333333333336,0.65
126,0.4393333333333333,0.7333333333333333
127,0.42883333333333334,0.6166666666666667
128,0.455,0.6833333333333333
129,0.4615000000000001,0.6666666666666666
130,0.43633333333333324,0.6166666666666667
131,0.43799999999999994,0.7
132,0.45699999999999996,0.7166666666666667
133,0.431,0.6833333333333333
134,0.43316666666666664,0.65
135,0.43083333333333335,0.7166666666666667
136,0.4576666666666666,0.6833333333333333
137,0.43766666666666665,0.6333333333333333
138,0.4365,0.7
139,0.439,0.65
140,0.43433333333333346,0.6666666666666666
141,0.43499999999999994,0.65
142,0.4456666666666667,0.65
143,0.43800000000000006,0.7333333333333333
144,0.436,0.7166666666666667
145,0.44133333333333324,0.6833333333333333
146,0.4533333333333334,0.65
147,0.4193333333333333,0.7666666666666667
148,0.4903333333333333,0.7833333333333333
149,0.4596666666666666,0.7666666666666667
