gen,avg,max
0,0.4503333333333333,0.65
1,0.43566666666666676,0.7333333333333333
2,0.4438333333333333,0.7333333333333333
3,0.4516666666666667,0.7333333333333333
4,0.43216666666666675,0.6666666666666666
5,0.44000000000000006,0.7333333333333333
6,0.4111666666666667,0.7333333333333333
7,0.4396666666666666,0.7333333333333333
8,0.42516666666666664,0.6833333333333333
9,0.44800000000000006,0.65
10,0.46199999999999997,0.6833333333333333
11,0.45166666666666666,0.6166666666666667
12,0.4433333333333334,0.6833333333333333
13,0.4793333333333334,0.8166666666666667
14,0.4316666666666667,0.7
15,0.43500000000000016,0.6666666666666666
16,0.45199999999999996,0.7
17,0.43216666666666653,0.7
18,0.42616666666666675,0.6166666666666667
19,0.4053333333333333,0.7
20,0.428,0.7
21,0.43433333333333335,0.6
22,0.44116666666666676,0.65
23,0.4721666666666667,0.7
24,0.4556666666666666,0.7
25,0.4431666666666667,0.8
26,0.43883333333333335,0.75
27,0.429,0.75
28,0.44483333333333325,0.65
29,0.4396666666666667,0.65
30,0.423,0.6666666666666666
31,0.4388333333333334,0.7166666666666667
32,0.3978333333333333,0.6333333333333333
33,0.4125000000000001,0.6166666666666667
34,0.44766666666666666,0.7666666666666667
35,0.4396666666666666,0.6833333333333333
36,0.4471666666666666,0.8
37,0.40483333333333327,0.75
38,0.4518333333333333,0.6833333333333333
39,0.4373333333333333,0.6666666666666666
40,0.4390000000000001,0.7
41,0.43483333333333335,0.6666666666666666
42,0.4406666666666667,0.6666666666666666
43,0.42633333333333345,0.6166666666666667
44,0.4551666666666667,0.7166666666666667
45,0.4238333333333334,0.6666666666666666
46,0.4108333333333334,0.6666666666666666
47,0.44300000000000006,0.6833333333333333
48,0.4475,0.6833333333333333
49,0.4438333333333333,0.6
